Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Roll,Pitch,Yaw
4.1999999999997595,0.0,0.0,0.997872460541944,0.0,0.0,-0.0009654536084126843,0.0,-0.0,0.0
4.201999999999759,0.0,0.0,0.9978705296347272,0.0,0.0,-0.0009422066896015448,0.0,-0.0,0.0
4.203999999999759,0.0,0.0,0.997868645221348,0.0,0.0,-0.0009190764597904288,0.0,-0.0,0.0
4.205999999999759,0.0,0.0,0.9978668070684285,0.0,0.0,-0.0008960626399834024,0.0,-0.0,0.0
4.207999999999759,0.0,0.0,0.9978650149431485,0.0,0.0,-0.0008731649508329658,0.0,-0.0,0.0
4.209999999999758,0.0,0.0,0.9978632686132468,0.0,0.0,-0.0008503831126467288,0.0,-0.0,0.0
4.211999999999758,0.0,0.0,0.9978615678470215,0.0,0.0,-0.0008277168453940261,0.0,-0.0,0.0
4.213999999999758,0.0,0.0,0.9978599124133307,0.0,0.0,-0.0008051658687125217,0.0,-0.0,0.0
4.215999999999758,0.0,0.0,0.9978583020815933,0.0,0.0,-0.00078272990191476,0.0,-0.0,0.0
4.2179999999997575,0.0,0.0,0.9978567366217895,0.0,0.0,-0.0007604086639946997,0.0,-0.0,0.0
4.219999999999757,0.0,0.0,0.9978552158044616,0.0,0.0,-0.0007382018736342216,0.0,-0.0,0.0
4.221999999999757,0.0,0.0,0.9978537394007143,0.0,0.0,-0.0007161092492095809,0.0,-0.0,0.0
4.223999999999757,0.0,0.0,0.9978523071822158,0.0,0.0,-0.0006941305087978518,0.0,-0.0,0.0
4.225999999999757,0.0,0.0,0.9978509189211983,0.0,0.0,-0.0006722653701833328,0.0,-0.0,0.0
4.227999999999756,0.0,0.0,0.9978495743904578,0.0,0.0,-0.0006505135508639097,0.0,-0.0,0.0
4.229999999999756,0.0,0.0,0.9978482733633561,0.0,0.0,-0.0006288747680574045,0.0,-0.0,0.0
4.231999999999756,0.0,0.0,0.99784701561382,0.0,0.0,-0.000607348738707874,0.0,-0.0,0.0
4.233999999999756,0.0,0.0,0.9978458009163427,0.0,0.0,-0.0005859351794919019,0.0,-0.0,0.0
4.2359999999997555,0.0,0.0,0.9978446290459837,0.0,0.0,-0.0005646338068248231,0.0,-0.0,0.0
4.237999999999755,0.0,0.0,0.9978434997783701,0.0,0.0,-0.0005434443368669695,0.0,-0.0,0.0
4.239999999999755,0.0,0.0,0.9978424128896963,0.0,0.0,-0.0005223664855298229,0.0,-0.0,0.0
4.241999999999755,0.0,0.0,0.9978413681567253,0.0,0.0,-0.0005013999684821865,0.0,-0.0,0.0
4.243999999999755,0.0,0.0,0.9978403653567883,0.0,0.0,-0.00048054450115629914,0.0,-0.0,0.0
4.245999999999754,0.0,0.0,0.9978394042677861,0.0,0.0,-0.0004597997987539348,0.0,-0.0,0.0
4.247999999999754,0.0,0.0,0.9978384846681886,0.0,0.0,-0.0004391655762524462,0.0,-0.0,0.0
4.249999999999754,0.0,0.0,0.9978376063370361,0.0,0.0,-0.0004186415484108114,0.0,-0.0,0.0
4.251999999999754,0.0,0.0,0.9978367690539393,0.0,0.0,-0.0003982274297756203,0.0,-0.0,0.0
4.2539999999997535,0.0,0.0,0.9978359725990797,0.0,0.0,-0.0003779229346870534,0.0,-0.0,0.0
4.255999999999753,0.0,0.0,0.9978352167532104,0.0,0.0,-0.0003577277772848046,0.0,-0.0,0.0
4.257999999999753,0.0,0.0,0.9978345012976558,0.0,0.0,-0.00033764167151400354,0.0,-0.0,0.0
4.259999999999753,0.0,0.0,0.9978338260143128,0.0,0.0,-0.0003176643311310738,0.0,-0.0,0.0
4.261999999999753,0.0,0.0,0.9978331906856506,0.0,0.0,-0.00029779546970960206,0.0,-0.0,0.0
